index,period,attendances
5822,2017-11-01,1917
5823,2017-11-01,4000
5824,2017-11-01,10824
5825,2017-11-01,1144
5826,2017-11-01,8300
5827,2017-11-01,7756
5828,2017-11-01,667
5829,2017-11-01,24067
5830,2017-11-01,8900
5831,2017-11-01,3399
5832,2017-11-01,924
5833,2017-11-01,7423
5834,2017-11-01,1841
5835,2017-11-01,10037
5836,2017-11-01,8359
5837,2017-11-01,598
5838,2017-11-01,3569
5839,2017-11-01,5191
5840,2017-11-01,142
5841,2017-11-01,8772
5842,2017-11-01,1112
5843,2017-11-01,7375
5844,2017-11-01,1910
5845,2017-11-01,10213
5846,2017-11-01,1837
5847,2017-11-01,5293
5848,2017-11-01,501
5849,2017-11-01,6575
5850,2017-11-01,3556
5851,2017-11-01,9634
5852,2017-11-01,5342
5853,2017-11-01,8206
5854,2017-11-01,7063
5855,2017-11-01,5259
5856,2017-11-01,11131
5857,2017-11-01,1895
5858,2017-11-01,4563
5859,2017-11-01,7882
5860,2017-11-01,3405
5861,2017-11-01,7177
5862,2017-11-01,101
5863,2017-11-01,1618
5864,2017-11-01,7070
5865,2017-11-01,3919
5866,2017-11-01,3117
5867,2017-11-01,7906
5868,2017-11-01,2603
5869,2017-11-01,182
5870,2017-11-01,360
5871,2017-11-01,6959
5872,2017-11-01,563
5873,2017-11-01,9042
5874,2017-11-01,6116
5875,2017-11-01,8612
5876,2017-11-01,181
5877,2017-11-01,3364
5878,2017-11-01,3597
5879,2017-11-01,2198
5880,2017-11-01,3247
5881,2017-11-01,12631
5882,2017-11-01,987
5883,2017-11-01,1786
5884,2017-11-01,4608
5885,2017-11-01,7072
5886,2017-11-01,1171
5887,2017-11-01,3966
5888,2017-11-01,941
5889,2017-11-01,9013
5890,2017-11-01,1701
5891,2017-11-01,3463
5892,2017-11-01,3544
5893,2017-11-01,4245
5894,2017-11-01,13120
5895,2017-11-01,6844
5896,2017-11-01,9424
5897,2017-11-01,155
5898,2017-11-01,966
5899,2017-11-01,19811
5900,2017-11-01,5248
5901,2017-11-01,11627
5902,2017-11-01,6104
5903,2017-11-01,7469
5904,2017-11-01,9279
5905,2017-11-01,949
5906,2017-11-01,710
5907,2017-11-01,3482
5908,2017-11-01,720
5909,2017-11-01,11885
5910,2017-11-01,1918
5911,2017-11-01,7837
5912,2017-11-01,6218
5913,2017-11-01,7239
5914,2017-11-01,3503
5915,2017-11-01,3959
5916,2017-11-01,148
5917,2017-11-01,2668
5918,2017-11-01,11623
5919,2017-11-01,1635
5920,2017-11-01,596
5921,2017-11-01,8231
5922,2017-11-01,247
5923,2017-11-01,3839
5924,2017-11-01,5219
5925,2017-11-01,1496
5926,2017-11-01,9335
5927,2017-11-01,752
5928,2017-11-01,1797
5929,2017-11-01,833
5930,2017-11-01,9665
5931,2017-11-01,1477
5932,2017-11-01,738
5933,2017-11-01,6059
5934,2017-11-01,9372
5935,2017-11-01,8392
5936,2017-11-01,816
5937,2017-11-01,5956
5938,2017-11-01,6098
5939,2017-11-01,961
5940,2017-11-01,3940
5941,2017-11-01,311
5942,2017-11-01,1157
5943,2017-11-01,6048
5944,2017-11-01,1175
5945,2017-11-01,4313
5946,2017-11-01,546
5947,2017-11-01,4759
5948,2017-11-01,8023
5949,2017-11-01,758
5950,2017-11-01,8950
5951,2017-11-01,5910
5952,2017-11-01,155
5953,2017-11-01,6203
5954,2017-11-01,1315
5955,2017-11-01,201
5956,2017-11-01,6129
5957,2017-11-01,2565
5958,2017-11-01,8582
5959,2017-11-01,1423
5960,2017-11-01,1886
5961,2017-11-01,9779
5962,2017-11-01,1881
5963,2017-11-01,319
5964,2017-11-01,11573
5965,2017-11-01,1694
5966,2017-11-01,3732
5967,2017-11-01,1871
5968,2017-11-01,3372
5969,2017-11-01,1545
5970,2017-11-01,4528
5971,2017-10-01,21482
5972,2017-10-01,782
5973,2017-10-01,2762
5974,2017-10-01,27698
5975,2017-10-01,917
5976,2017-10-01,13822
5977,2017-10-01,4624
5978,2017-10-01,19147
5979,2017-10-01,18024
5980,2017-10-01,8266
5981,2017-10-01,6729
5982,2017-10-01,9560
5983,2017-10-01,1082
5984,2017-10-01,12722
5985,2017-10-01,452
5986,2017-10-01,691
5987,2017-10-01,12615
5988,2017-10-01,803
5989,2017-10-01,3129
5990,2017-10-01,4187
5991,2017-10-01,10560
5992,2017-10-01,4892
5993,2017-10-01,10197
5994,2017-10-01,4018
5995,2017-10-01,10676
5996,2017-10-01,18331
5997,2017-10-01,1774
5998,2017-10-01,5332
5999,2017-10-01,9197
6000,2017-10-01,1052
6001,2017-10-01,18463
6002,2017-10-01,5939
6003,2017-10-01,11624
6004,2017-10-01,16793
6005,2017-10-01,8311
6006,2017-10-01,5443
6007,2017-10-01,14874
6008,2017-10-01,755
6009,2017-10-01,19285
6010,2017-10-01,3209
6011,2017-10-01,1857
6012,2017-10-01,13370
6013,2017-10-01,1417
6014,2017-10-01,2513
6015,2017-10-01,5606
6016,2017-10-01,8282
6017,2017-10-01,3168
6018,2017-10-01,3289
6019,2017-10-01,12039
6020,2017-10-01,9708
6021,2017-10-01,2430
6022,2017-10-01,8816
6023,2017-10-01,5602
6024,2017-10-01,2843
6025,2017-10-01,12369
6026,2017-10-01,6246
6027,2017-10-01,154
6028,2017-10-01,3403
6029,2017-10-01,5518
6030,2017-10-01,5586
6031,2017-10-01,4311
6032,2017-10-01,10195
6033,2017-10-01,3432
6034,2017-10-01,6969
6035,2017-10-01,2632
6036,2017-10-01,7777
6037,2017-10-01,4418
6038,2017-10-01,6082
6039,2017-10-01,11180
6040,2017-10-01,4683
6041,2017-10-01,5550
6042,2017-10-01,1868
6043,2017-10-01,4602
6044,2017-10-01,2145
6045,2017-10-01,2657
6046,2017-10-01,656
6047,2017-10-01,6867
6048,2017-10-01,1782
6049,2017-10-01,19974
6050,2017-10-01,3577
6051,2017-10-01,909
6052,2017-10-01,7211
6053,2017-10-01,809
6054,2017-10-01,6304
6055,2017-10-01,366
6056,2017-10-01,7217
6057,2017-10-01,286
6058,2017-10-01,13224
6059,2017-10-01,4218
6060,2017-10-01,8595
6061,2017-10-01,3598
6062,2017-10-01,323
6063,2017-10-01,641
6064,2017-10-01,607
6065,2017-10-01,8567
6066,2017-10-01,215
6067,2017-10-01,7364
6068,2017-10-01,4989
6069,2017-10-01,8805
6070,2017-10-01,2492
6071,2017-10-01,11896
6072,2017-10-01,780
6073,2017-10-01,9273
6074,2017-10-01,1014
6075,2017-10-01,5887
6076,2017-10-01,4606
6077,2017-10-01,12709
6078,2017-10-01,1731
6079,2017-10-01,2929
6080,2017-10-01,2884
6081,2017-10-01,246
6082,2017-10-01,298
6083,2017-10-01,2401
6084,2017-10-01,15212
6085,2017-10-01,1181
6086,2017-10-01,2736
6087,2017-10-01,8278
6088,2017-10-01,4259
6089,2017-10-01,10764
6090,2017-10-01,2168
6091,2017-10-01,590
6092,2017-10-01,5942
6093,2017-10-01,5987
6094,2017-10-01,757
6095,2017-10-01,8770
6096,2017-10-01,3003
6097,2017-10-01,9156
6098,2017-10-01,5134
6099,2017-10-01,8706
6100,2017-10-01,5437
6101,2017-10-01,11436
6102,2017-10-01,8782
6103,2017-10-01,12182
6104,2017-10-01,1169
6105,2017-10-01,10348
6106,2017-10-01,12305
6107,2017-10-01,1892
6108,2017-10-01,6358
6109,2017-10-01,18587
6110,2017-10-01,1824
6111,2017-10-01,14081
6112,2017-10-01,428
6113,2017-10-01,6697
6114,2017-10-01,6639
6115,2017-10-01,3617
6116,2017-10-01,3720
6117,2017-10-01,8154
6118,2017-10-01,3768
6119,2017-10-01,6065
6120,2017-10-01,10553
6121,2017-10-01,5486
6122,2017-10-01,4740
6123,2017-10-01,432
6124,2017-10-01,7437
6125,2017-10-01,6954
6126,2017-10-01,5547
6127,2017-10-01,5494
6128,2017-10-01,425
6129,2017-10-01,7406
6130,2017-10-01,6585
6131,2017-10-01,11540
6132,2017-10-01,8996
6133,2017-10-01,995
6134,2017-10-01,11688
6135,2017-10-01,2337
6136,2017-10-01,7949
6137,2017-10-01,13058
6138,2017-10-01,8253
6139,2017-10-01,2237
6140,2017-10-01,2988
6141,2017-10-01,6101
6142,2017-10-01,768
6143,2017-10-01,11314
6144,2017-10-01,6501
6145,2017-10-01,11236
6146,2017-10-01,3085
6147,2017-10-01,4173
6148,2017-10-01,254
6149,2017-10-01,8801
6150,2017-10-01,9491
6151,2017-10-01,291
6152,2017-10-01,7786
6153,2017-10-01,2333
6154,2017-10-01,4251
6155,2017-10-01,792
6156,2017-10-01,197
6157,2017-10-01,11675
6158,2017-10-01,977
6159,2017-10-01,636
6160,2017-10-01,5898
6161,2017-10-01,6842
6162,2017-10-01,2267
6163,2017-10-01,17934
6164,2017-10-01,3135
6165,2017-10-01,2468
6166,2017-10-01,1063
6167,2017-10-01,3595
6168,2017-10-01,22392
6169,2017-10-01,3627
6170,2017-10-01,9725
6171,2017-10-01,5338
6172,2017-10-01,2101
6173,2017-10-01,20447
6174,2017-10-01,7909
6175,2017-10-01,1679
6176,2017-10-01,3883
6177,2017-10-01,10064
6178,2017-10-01,1866
6179,2017-10-01,6629
6180,2017-10-01,11376
6181,2017-10-01,1425
6182,2017-10-01,8513
6183,2017-10-01,8503
6184,2017-10-01,853
6185,2017-10-01,24575
6186,2017-10-01,9127
6187,2017-10-01,3133
6188,2017-10-01,971
6189,2017-10-01,8190
6190,2017-10-01,2073
6191,2017-10-01,11121
6192,2017-10-01,8810
6193,2017-10-01,543
6194,2017-10-01,3610
6195,2017-10-01,5275
6196,2017-10-01,134
6197,2017-10-01,9116
6198,2017-10-01,1240
6199,2017-10-01,8056
6200,2017-10-01,2027
6201,2017-10-01,10707
6202,2017-10-01,1982
6203,2017-10-01,5327
6204,2017-10-01,727
6205,2017-10-01,6918
6206,2017-10-01,3764
6207,2017-10-01,9996
6208,2017-10-01,5607
6209,2017-10-01,8365
6210,2017-10-01,7620
6211,2017-10-01,5291
6212,2017-10-01,11639
6213,2017-10-01,1941
6214,2017-10-01,4782
6215,2017-10-01,8207
6216,2017-10-01,3622
6217,2017-10-01,7623
6218,2017-10-01,140
6219,2017-10-01,2277
6220,2017-10-01,7093
6221,2017-10-01,4100
6222,2017-10-01,3301
6223,2017-10-01,8087
6224,2017-10-01,2682
6225,2017-10-01,195
6226,2017-10-01,472
6227,2017-10-01,7211
6228,2017-10-01,463
6229,2017-10-01,9519
6230,2017-10-01,7051
6231,2017-10-01,7910
6232,2017-10-01,47
6233,2017-10-01,3613
6234,2017-10-01,3734
6235,2017-10-01,2280
6236,2017-10-01,3306
6237,2017-10-01,12595
6238,2017-10-01,1064
6239,2017-10-01,1985
6240,2017-10-01,4682
6241,2017-10-01,7132
6242,2017-10-01,1219
6243,2017-10-01,4244
6244,2017-10-01,1052
6245,2017-10-01,8986
6246,2017-10-01,1887
6247,2017-10-01,3694
6248,2017-10-01,4212
6249,2017-10-01,3941
6250,2017-10-01,13407
6251,2017-10-01,7000
6252,2017-10-01,9911
6253,2017-10-01,1152
6254,2017-10-01,20149
6255,2017-10-01,5922
6256,2017-10-01,12400
6257,2017-10-01,6306
6258,2017-10-01,8150
6259,2017-10-01,9582
6260,2017-10-01,995
6261,2017-10-01,678
6262,2017-10-01,3900
6263,2017-10-01,671
6264,2017-10-01,2434
6265,2017-10-01,12210
6266,2017-10-01,2130
6267,2017-10-01,10353
6268,2017-10-01,877
6269,2017-10-01,7586
6270,2017-10-01,3883
6271,2017-10-01,4152
6272,2017-10-01,151
6273,2017-10-01,2851
6274,2017-10-01,11813
6275,2017-10-01,1643
6276,2017-10-01,656
6277,2017-10-01,8715
6278,2017-10-01,235
6279,2017-10-01,4027
6280,2017-10-01,5712
6281,2017-10-01,1390
6282,2017-10-01,9811
6283,2017-10-01,790
6284,2017-10-01,2035
6285,2017-10-01,896
6286,2017-10-01,9465
6287,2017-10-01,1501
6288,2017-10-01,669
6289,2017-10-01,6252
6290,2017-10-01,10705
6291,2017-10-01,9000
6292,2017-10-01,927
6293,2017-10-01,6095
6294,2017-10-01,6142
6295,2017-10-01,1030
6296,2017-10-01,3978
6297,2017-10-01,328
6298,2017-10-01,1426
6299,2017-10-01,7256
6300,2017-10-01,1230
6301,2017-10-01,4580
6302,2017-10-01,648
6303,2017-10-01,4765
6304,2017-10-01,8411
6305,2017-10-01,9418
6306,2017-10-01,6156
6307,2017-10-01,176
6308,2017-10-01,6611
6309,2017-10-01,1388
6310,2017-10-01,6369
6311,2017-10-01,2705
6312,2017-10-01,8832
6313,2017-10-01,1545
6314,2017-10-01,1812
6315,2017-10-01,9917
6316,2017-10-01,1985
6317,2017-10-01,374
6318,2017-10-01,11741
6319,2017-10-01,1899
6320,2017-10-01,3770
6321,2017-10-01,2263
6322,2017-10-01,3498
6323,2017-10-01,1400
6324,2017-10-01,4392
6325,2017-09-01,19992
6326,2017-09-01,721
6327,2017-09-01,2513
6328,2017-09-01,28070
6329,2017-09-01,689
6330,2017-09-01,10560
6331,2017-09-01,4364
6332,2017-09-01,18273
6333,2017-09-01,16776
6334,2017-09-01,7769
6335,2017-09-01,6488
6336,2017-09-01,8668
6337,2017-09-01,1014
6338,2017-09-01,12183
6339,2017-09-01,485
6340,2017-09-01,11559
6341,2017-09-01,698
6342,2017-09-01,2902
6343,2017-09-01,3773
6344,2017-09-01,9964
6345,2017-09-01,4604
6346,2017-09-01,9582
6347,2017-09-01,3957
6348,2017-09-01,10098
6349,2017-09-01,16887
6350,2017-09-01,1581
6351,2017-09-01,5103
6352,2017-09-01,8697
6353,2017-09-01,1059
6354,2017-09-01,17862
6355,2017-09-01,5891
6356,2017-09-01,11272
6357,2017-09-01,15495
6358,2017-09-01,7937
6359,2017-09-01,5080
6360,2017-09-01,13579
6361,2017-09-01,736
6362,2017-09-01,17528
6363,2017-09-01,2954
6364,2017-09-01,1749
6365,2017-09-01,12763
6366,2017-09-01,1307
6367,2017-09-01,2219
6368,2017-09-01,5361
6369,2017-09-01,7670
6370,2017-09-01,3122
6371,2017-09-01,3054
6372,2017-09-01,10973
6373,2017-09-01,9437
6374,2017-09-01,2303
6375,2017-09-01,8052
6376,2017-09-01,5035
6377,2017-09-01,2551
6378,2017-09-01,11470
6379,2017-09-01,5996
6380,2017-09-01,84
6381,2017-09-01,3093
6382,2017-09-01,4775
6383,2017-09-01,5319
6384,2017-09-01,4315
6385,2017-09-01,9385
6386,2017-09-01,3134
6387,2017-09-01,6760
6388,2017-09-01,2563
6389,2017-09-01,7538
6390,2017-09-01,3971
6391,2017-09-01,5771
6392,2017-09-01,11021
6393,2017-09-01,4015
6394,2017-09-01,5306
6395,2017-09-01,1711
6396,2017-09-01,2406
6397,2017-09-01,597
6398,2017-09-01,6680
6399,2017-09-01,1852
6400,2017-09-01,18926
6401,2017-09-01,3542
6402,2017-09-01,931
6403,2017-09-01,7195
6404,2017-09-01,657
6405,2017-09-01,6397
6406,2017-09-01,6
6407,2017-09-01,7215
6408,2017-09-01,368
6409,2017-09-01,12574
6410,2017-09-01,8691
6411,2017-09-01,3557
6412,2017-09-01,323
6413,2017-09-01,619
6414,2017-09-01,563
6415,2017-09-01,8176
6416,2017-09-01,236
6417,2017-09-01,7404
6418,2017-09-01,4377
6419,2017-09-01,3471
6420,2017-09-01,8464
6421,2017-09-01,2364
6422,2017-09-01,11392
6423,2017-09-01,777
6424,2017-09-01,8698
6425,2017-09-01,985
6426,2017-09-01,5694
6427,2017-09-01,4233
6428,2017-09-01,14199
6429,2017-09-01,1404
6430,2017-09-01,198
6431,2017-09-01,3000
6432,2017-09-01,335
6433,2017-09-01,311
6434,2017-09-01,2192
6435,2017-09-01,14266
6436,2017-09-01,1111
6437,2017-09-01,2427
6438,2017-09-01,8105
6439,2017-09-01,4042
6440,2017-09-01,10133
6441,2017-09-01,2017
6442,2017-09-01,632
6443,2017-09-01,5459
6444,2017-09-01,5607
6445,2017-09-01,698
6446,2017-09-01,8205
6447,2017-09-01,1854
6448,2017-09-01,2729
6449,2017-09-01,8563
6450,2017-09-01,4494
6451,2017-09-01,8312
6452,2017-09-01,5258
6453,2017-09-01,10884
6454,2017-09-01,7856
6455,2017-09-01,12605
6456,2017-09-01,9693
6457,2017-09-01,11362
6458,2017-09-01,2113
6459,2017-09-01,2256
6460,2017-09-01,17762
6461,2017-09-01,1632
6462,2017-09-01,13705
6463,2017-09-01,398
6464,2017-09-01,6304
6465,2017-09-01,6235
6466,2017-09-01,3407
6467,2017-09-01,3482
6468,2017-09-01,7713
6469,2017-09-01,3848
6470,2017-09-01,5743
6471,2017-09-01,9817
6472,2017-09-01,5453
6473,2017-09-01,4596
6474,2017-09-01,394
6475,2017-09-01,7034
6476,2017-09-01,6365
6477,2017-09-01,5538
6478,2017-09-01,4623
6479,2017-09-01,432
6480,2017-09-01,6932
6481,2017-09-01,7098
6482,2017-09-01,9512
6483,2017-09-01,8490
6484,2017-09-01,921
6485,2017-09-01,10863
6486,2017-09-01,2175
6487,2017-09-01,7454
6488,2017-09-01,12732
6489,2017-09-01,12539
6490,2017-09-01,3422
6491,2017-09-01,9375
6492,2017-09-01,7637
6493,2017-09-01,2298
6494,2017-09-01,2882
6495,2017-09-01,6155
6496,2017-09-01,319
6497,2017-09-01,10874
6498,2017-09-01,6330
6499,2017-09-01,10847
6500,2017-09-01,2870
6501,2017-09-01,4059
6502,2017-09-01,138
6503,2017-09-01,8706
6504,2017-09-01,8261
6505,2017-09-01,7317
6506,2017-09-01,2373
6507,2017-09-01,4065
6508,2017-09-01,887
6509,2017-09-01,248
6510,2017-09-01,10857
6511,2017-09-01,1240
6512,2017-09-01,707
6513,2017-09-01,5501
6514,2017-09-01,6531
6515,2017-09-01,2500
6516,2017-09-01,16952
6517,2017-09-01,2799
6518,2017-09-01,3827
6519,2017-09-01,1976
6520,2017-09-01,959
6521,2017-09-01,3158
6522,2017-09-01,5556
6523,2017-09-01,1467
6524,2017-09-01,19453
6525,2017-09-01,7821
6526,2017-09-01,2027
6527,2017-09-01,3711
6528,2017-09-01,9085
6529,2017-09-01,1787
6530,2017-09-01,6269
6531,2017-09-01,11159
6532,2017-09-01,1364
6533,2017-09-01,7803
6534,2017-09-01,8493
6535,2017-09-01,712
6536,2017-09-01,22676
6537,2017-09-01,4073
6538,2017-09-01,2974
6539,2017-09-01,973
6540,2017-09-01,7610
6541,2017-09-01,1584
6542,2017-09-01,10203
6543,2017-09-01,8413
6544,2017-09-01,42
6545,2017-09-01,3049
6546,2017-09-01,4610
6547,2017-09-01,9172
6548,2017-09-01,1137
6549,2017-09-01,6887
6550,2017-09-01,1729
6551,2017-09-01,10518
6552,2017-09-01,1983
6553,2017-09-01,4930
6554,2017-09-01,699
6555,2017-09-01,6195
6556,2017-09-01,3281
6557,2017-09-01,9042
6558,2017-09-01,5381
6559,2017-09-01,8019
6560,2017-09-01,7192
6561,2017-09-01,4508
6562,2017-09-01,10631
6563,2017-09-01,1816
6564,2017-09-01,4171
6565,2017-09-01,7759
6566,2017-09-01,3217
6567,2017-09-01,8227
6568,2017-09-01,7033
6569,2017-09-01,1785
6570,2017-09-01,6814
6571,2017-09-01,3863
6572,2017-09-01,3360
6573,2017-09-01,7651
6574,2017-09-01,2545
6575,2017-09-01,203
6576,2017-09-01,541
6577,2017-09-01,7320
6578,2017-09-01,9112
6579,2017-09-01,6867
6580,2017-09-01,8417
6581,2017-09-01,1223
6582,2017-09-01,3359
6583,2017-09-01,3223
6584,2017-09-01,2392
6585,2017-09-01,3307
6586,2017-09-01,11981
6587,2017-09-01,1034
6588,2017-09-01,4758
6589,2017-09-01,7003
6590,2017-09-01,1171
6591,2017-09-01,3744
6592,2017-09-01,1056
6593,2017-09-01,8365
6594,2017-09-01,1883
6595,2017-09-01,3671
6596,2017-09-01,4172
6597,2017-09-01,3809
6598,2017-09-01,13457
6599,2017-09-01,3802
6600,2017-09-01,9859
6601,2017-09-01,1124
6602,2017-09-01,19468
6603,2017-09-01,5892
6604,2017-09-01,11814
6605,2017-09-01,6123
6606,2017-09-01,7904
6607,2017-09-01,9236
6608,2017-09-01,1110
6609,2017-09-01,715
6610,2017-09-01,3792
6611,2017-09-01,686
6612,2017-09-01,6597
6613,2017-09-01,12109
6614,2017-09-01,2183
6615,2017-09-01,10012
6616,2017-09-01,7213
6617,2017-09-01,3821
6618,2017-09-01,3920
6619,2017-09-01,153
6620,2017-09-01,2861
6621,2017-09-01,11000
6622,2017-09-01,1562
6623,2017-09-01,705
6624,2017-09-01,8286
6625,2017-09-01,225
6626,2017-09-01,3904
6627,2017-09-01,5586
6628,2017-09-01,1461
6629,2017-09-01,9193
6630,2017-09-01,784
6631,2017-09-01,2033
6632,2017-09-01,880
6633,2017-09-01,9645
6634,2017-09-01,1511
6635,2017-09-01,6303
6636,2017-09-01,10622
6637,2017-09-01,8537
6638,2017-09-01,931
6639,2017-09-01,5850
6640,2017-09-01,6009
6641,2017-09-01,886
6642,2017-09-01,3822
6643,2017-09-01,247
6644,2017-09-01,1327
6645,2017-09-01,7144
6646,2017-09-01,1265
6647,2017-09-01,4052
6648,2017-09-01,651
6649,2017-09-01,4280
6650,2017-09-01,8159
6651,2017-09-01,8977
6652,2017-09-01,5887
6653,2017-09-01,170
6654,2017-09-01,6588
6655,2017-09-01,1389
6656,2017-09-01,6434
6657,2017-09-01,2796
6658,2017-09-01,8580
6659,2017-09-01,1469
6660,2017-09-01,1697
6661,2017-09-01,9004
6662,2017-09-01,1872
6663,2017-09-01,367
6664,2017-09-01,11599
6665,2017-09-01,1963
6666,2017-09-01,3897
6667,2017-09-01,2324
6668,2017-09-01,3484
6669,2017-09-01,1402
6670,2017-09-01,4138
6671,2017-08-01,18988
6672,2017-08-01,715
6673,2017-08-01,2359
6674,2017-08-01,26810
6675,2017-08-01,712
6676,2017-08-01,10214
6677,2017-08-01,4236
6678,2017-08-01,15455
6679,2017-08-01,15872
6680,2017-08-01,7412
6681,2017-08-01,6291
6682,2017-08-01,8366
6683,2017-08-01,826
6684,2017-08-01,11464
6685,2017-08-01,494
6686,2017-08-01,11716
6687,2017-08-01,759
6688,2017-08-01,2803
6689,2017-08-01,3723
6690,2017-08-01,9642
6691,2017-08-01,4592
6692,2017-08-01,9414
6693,2017-08-01,3909
6694,2017-08-01,10220
6695,2017-08-01,16300
6696,2017-08-01,1497
6697,2017-08-01,4917
6698,2017-08-01,8187
6699,2017-08-01,1039
6700,2017-08-01,17059
6701,2017-08-01,5859
6702,2017-08-01,11541
6703,2017-08-01,14681
6704,2017-08-01,8100
6705,2017-08-01,5123
6706,2017-08-01,13008
6707,2017-08-01,695
6708,2017-08-01,17351
6709,2017-08-01,3055
6710,2017-08-01,1720
6711,2017-08-01,12505
6712,2017-08-01,1260
6713,2017-08-01,2224
6714,2017-08-01,5230
6715,2017-08-01,7392
6716,2017-08-01,3455
6717,2017-08-01,2573
6718,2017-08-01,10858
6719,2017-08-01,9161
6720,2017-08-01,2218
6721,2017-08-01,7853
6722,2017-08-01,4664
6723,2017-08-01,2610
6724,2017-08-01,11388
6725,2017-08-01,5899
6726,2017-08-01,2993
6727,2017-08-01,3801
6728,2017-08-01,5479
6729,2017-08-01,4464
6730,2017-08-01,9451
6731,2017-08-01,3151
6732,2017-08-01,7034
6733,2017-08-01,3019
6734,2017-08-01,7418
6735,2017-08-01,4360
6736,2017-08-01,5590
6737,2017-08-01,10723
6738,2017-08-01,4288
6739,2017-08-01,5376
6740,2017-08-01,1661
6741,2017-08-01,8281
6742,2017-08-01,4507
6743,2017-08-01,2398
6744,2017-08-01,750
6745,2017-08-01,6487
6746,2017-08-01,1721
6747,2017-08-01,18439
6748,2017-08-01,3461
6749,2017-08-01,819
6750,2017-08-01,7350
6751,2017-08-01,643
6752,2017-08-01,7098
6753,2017-08-01,22
6754,2017-08-01,7275
6755,2017-08-01,433
6756,2017-08-01,14008
6757,2017-08-01,3891
6758,2017-08-01,8333
6759,2017-08-01,3266
6760,2017-08-01,405
6761,2017-08-01,663
6762,2017-08-01,601
6763,2017-08-01,7783
6764,2017-08-01,161
6765,2017-08-01,7156
6766,2017-08-01,4545
6767,2017-08-01,3692
6768,2017-08-01,8733
6769,2017-08-01,2734
6770,2017-08-01,11300
6771,2017-08-01,755
6772,2017-08-01,8777
6773,2017-08-01,1060
6774,2017-08-01,5860
6775,2017-08-01,4408
6776,2017-08-01,13762
6777,2017-08-01,1497
6778,2017-08-01,230
6779,2017-08-01,2710
6780,2017-08-01,277
6781,2017-08-01,333
6782,2017-08-01,2287
6783,2017-08-01,13817
6784,2017-08-01,1170
6785,2017-08-01,2417
6786,2017-08-01,8012
6787,2017-08-01,4213
6788,2017-08-01,10459
6789,2017-08-01,204
6790,2017-08-01,2132
6791,2017-08-01,5209
6792,2017-08-01,5259
6793,2017-08-01,681
6794,2017-08-01,8355
6795,2017-08-01,1868
6796,2017-08-01,2711
6797,2017-08-01,8115
6798,2017-08-01,4607
6799,2017-08-01,8139
6800,2017-08-01,5697
6801,2017-08-01,11009
6802,2017-08-01,7637
6803,2017-08-01,12947
6804,2017-08-01,9685
6805,2017-08-01,11093
6806,2017-08-01,1922
6807,2017-08-01,2207
6808,2017-08-01,16687
6809,2017-08-01,1613
6810,2017-08-01,13548
6811,2017-08-01,432
6812,2017-08-01,6354
6813,2017-08-01,5937
6814,2017-08-01,3478
6815,2017-08-01,3477
6816,2017-08-01,7322
6817,2017-08-01,3699
6818,2017-08-01,5831
6819,2017-08-01,9896
6820,2017-08-01,5396
6821,2017-08-01,4703
6822,2017-08-01,412
6823,2017-08-01,7421
6824,2017-08-01,6528
6825,2017-08-01,5225
6826,2017-08-01,4030
6827,2017-08-01,520
6828,2017-08-01,6586
6829,2017-08-01,7491
6830,2017-08-01,9759
6831,2017-08-01,8396
6832,2017-08-01,914
6833,2017-08-01,10879
6834,2017-08-01,2122
6835,2017-08-01,7763
6836,2017-08-01,12155
6837,2017-08-01,11468
6838,2017-08-01,3380
6839,2017-08-01,8987
6840,2017-08-01,7361
6841,2017-08-01,2279
6842,2017-08-01,2847
6843,2017-08-01,6134
6844,2017-08-01,307
6845,2017-08-01,10806
6846,2017-08-01,6668
6847,2017-08-01,2449
6848,2017-08-01,10762
6849,2017-08-01,3045
6850,2017-08-01,4063
6851,2017-08-01,118
6852,2017-08-01,8822
6853,2017-08-01,7752
6854,2017-08-01,7126
6855,2017-08-01,2351
6856,2017-08-01,4002
6857,2017-08-01,931
6858,2017-08-01,283
6859,2017-08-01,10825
6860,2017-08-01,1304
6861,2017-08-01,788
6862,2017-08-01,5495
6863,2017-08-01,6272
6864,2017-08-01,2416
6865,2017-08-01,16616
6866,2017-08-01,2546
6867,2017-08-01,3752
6868,2017-08-01,1716
6869,2017-08-01,1028
6870,2017-08-01,3107
6871,2017-08-01,5505
6872,2017-08-01,1506
6873,2017-08-01,19453
6874,2017-08-01,7960
6875,2017-08-01,3599
6876,2017-08-01,9081
6877,2017-08-01,1720
6878,2017-08-01,6291
6879,2017-08-01,11036
6880,2017-08-01,1419
6881,2017-08-01,8029
6882,2017-08-01,9058
6883,2017-08-01,629
6884,2017-08-01,22134
6885,2017-08-01,3992
6886,2017-08-01,3036
6887,2017-08-01,980
6888,2017-08-01,7576
6889,2017-08-01,1534
6890,2017-08-01,10254
6891,2017-08-01,8283
6892,2017-08-01,2871
6893,2017-08-01,3617
6894,2017-08-01,9405
6895,2017-08-01,1226
6896,2017-08-01,6774
6897,2017-08-01,10524
6898,2017-08-01,2049
6899,2017-08-01,4875
6900,2017-08-01,721
6901,2017-08-01,6018
6902,2017-08-01,3207
6903,2017-08-01,9090
6904,2017-08-01,5495
6905,2017-08-01,7865
6906,2017-08-01,6981
6907,2017-08-01,4375
6908,2017-08-01,9780
6909,2017-08-01,1855
6910,2017-08-01,3796
